   25040 Excellent      
   23796 Excellent      
   28221 Excellent      
   23866 Good           
   25525 Excellent      
   25490 Good           
   29400 Excellent      
   26319 Average        
   27998 Good           
   23966 Excellent      
   23966 Good           
   24130 Average        
   24219 Good           
   28255 Good           
   25796 Good           
   28221 Good           
   28865 Excellent      
   29400 Good           
   29100 Excellent      
   25000 Excellent      
   24031 Excellent      
   24394 Good           
   28722 Average        
   29300 Good           
   23219 Good           
   29500 Excellent      
   23966 Excellent      
   26321 Good           
   28300 Excellent      
   28500 Good           
   23446 Good           
   24316 Excellent      
   26000 Excellent      
   23966 Good           
   24100 Excellent      
   23150 Average        
   22500 Good           
   25621 Excellent      
   24265 Excellent      
   23899 Good           
   29436 Good           
   23960 Good           
   24000 Good           
   28221 Excellent      
   24130 Excellent      
   25983 Average        
   23966 Excellent      
   27350 Excellent      
   28299 Excellent      
   24000 Excellent      
   24988 Excellent      
   23966 Average        
   29000 Excellent      
   27250 Excellent      
   23483 Good           
   23835 Average        
   26125 Good           
   29817 Excellent      
   27400 Good           
   28500 Good           
   25876 Average        
   23048 Good           
   24044 Average        
   24700 Good           
   26464 Good           
   26464 Excellent      
   26321 Excellent      
   29381 Good           
   23966 Excellent      
   24966 Excellent      
   25321 Good           
   23100 Excellent      
   23219 Good           
   24500 Good           
   28170 Good           
   27911 Excellent      
   25500 Good           
   29381 Excellent      
   26400 Excellent      
   28000 Average        
   24090 Excellent      
   24302 Excellent      
   23966 Average        
   23125 Average        
   25026 Excellent      
   24381 Good           
   24000 Good           
   29381 Good           
   26900 Average        
   23029 Excellent      
   24217 Excellent      
   27200 Excellent      
   28000 Excellent      
   23100 Excellent      
   25300 Excellent      
   26766 Excellent      
   17300 Excellent      
   21275 Excellent      
   24175 Excellent      
   24165 Excellent      
   24000 Good           
   24076 Excellent      
   23020 Average        
   27100 Excellent      
   19995 Excellent      
   27030 Good           
   19899 Good           
   23011 Good           
   22200 Average        
   26773 Average        
   26930 Good           
   26000 Good           
   26000 Excellent      
   26842 Good           
   23895 Good           
   24000 Average        
   24465 Excellent      
   22297 Average        
   23676 Excellent      
   23800 Excellent      
   34047 Excellent      
   26766 Excellent      
   26000 Excellent      
   22942 Good           
   24000 Average        
   21875 Excellent      
   26500 Good           
   23900 Good           
   25719 Excellent      
   26666 Excellent      
   25284 Average        
   22667 Good           
   28101 Excellent      
   27000 Good           
   22351 Excellent      
   26500 Average        
   20295 Excellent      
   26700 Good           
   29000 Excellent      
   23800 Good           
   28080 Excellent      
   26766 Excellent      
   30580 Excellent      
   30580 Excellent      
   27780 Excellent      
   28560 Average        
   25000 Excellent      
   23790 Average        
   22351 Average        
   26580 Excellent      
   26580 Excellent      
   26580 Excellent      
   22777 Average        
   22151 Good           
   26300 Good           
   26000 Good           
   23700 Excellent      
   26000 Good           
   23000 Excellent      
   23766 Good           
