        1      1.06
        1      0.95
        1      0.79
        1      0.65
        1      0.82
        1      1.15
        1      0.89
        1      1.12
        1      1.05
        2      1.58
        2      1.12
        2      1.45
        2      0.91
        2      0.57
        2      0.83
        2      1.16
        2      0.43
        3      0.29
        3      0.43
        3      0.06
        3      0.06
        3      0.51
        3      0.09
        3      0.44
        3       0.1
        3      0.17
        3      0.61
        3      0.34
        3       0.6
        3      0.55
        3      0.53
        3      0.17
