       6                   0 
       6                  15 
       2                  40 
       8                  23 
      11                  20 
      17                   7 
      24                   3 
      25                   0 
      17                  25 
      25                  20 
      25                  15 
      31                  23 
      35                  10                                          
      43                   0
      49                   0
      50                   0
      49                  22
      46                  30
      54                   0
      58                   0
      62                   0
      66                   0
      66                  23
      83                   0
      87                  44
