V              1       1
V              2       1
V              1       1
V              2       1
V              4       1
V              0       1
V              2       1
V              3       1
V              0       1
V              2       1
V              2       1
V              3       1
V              0       1
V              1       1
V              0       1
V              0       1
V              2       1
V              3       1
V              0       1
V              0       1
V              0       1
V              2       1
V              3       1
V              5       1
V              3       1
V              0       1
V              2       1
V              3       1
V              2       1
V              1       1
V              2       1
V              0       1
V              0       1
V              3       1
V              4       1
V              3       1
V              4       1
V              0       1
V              4       1
V              1       1
V              1       1
V              4       1
V              0       1
V              4       1
V              1       1
V              5       1
V              1       1
V              1       1
V              2       1
V              4       1
V              1       1
V              6       1
V              2       1
V              2       1
V              4       1
V              1       1
V              2       1
V              4       1
V              0       1
V              3       1
V              3       1
V              0       1
V              3       1
V              1       1
V              2       1
V              7       1
V              2       1
V              0       1
V              0       1
V              3       1
V              1       1
V              5       1
V              4       1
V              2       1
V              4       1
V              0       1
V              1       1
V              0       1
V              1       1
V              2       1
V              5       1
V              2       1
V              2       1
V              5       1
V              0       1
V              3       1
V              5       1
V              5       1
V              0       1
V              0       1
V              6       1
V              0       1
V              2       1
V              0       1
V              2       1
V              2       1
V              1       1
V              3       1
V              0       1
V              4       1
V              1       1
V              2       1
V              3       1
V              2       1
V              3       1
V              0       1
V              6       1
V              2       1
S              2       2
S              4       2
S              0       2
S              0       2
S              2       2
S              0       2
S              2       2
S              0       2
S              2       2
S              3       2
S              0       2
S              1       2
S              0       2
S              2       2
S              0       2
S              0       2
S              1       2
S              0       2
S              3       2
S              0       2
S              0       2
S              3       2
S              2       2
S              2       2
S              1       2
S              0       2
S              1       2
S              1       2
S              6       2
S              0       2
S              2       2
S              2       2
S              1       2
S              2       2
S              0       2
S              4       2
S              1       2
S              5       2
S              2       2
S              6       2
S              1       2
S              0       2
S              3       2
S              3       2
S              1       2
S              0       2
S              0       2
S              1       2
S              4       2
S              0       2
S              2       2
S              0       2
S              0       2
S              5       2
S              2       2
S              1       2
S              2       2
S              3       2
S              3       2
S              0       2
S              2       2
S              0       2
S              2       2
S              3       2
S              0       2
S              1       2
S              2       2
S              5       2
S              0       2
S              1       2
S              1       2
S              0       2
S              1       2
S              1       2
S              1       2
S              1       2
S              5       2
S              3       2
S              0       2
S              0       2
S              2       2
S              0       2
S              0       2
S              4       2
S              3       2
S              0       2
S              2       2
S              2       2
S              3       2
S              1       2
S              1       2
S              7       2
S              4       2
S              3       2
S              1       2
S              3       2
S              0       2
S              1       2
S              4       2
S              0       2
S              2       2
S              3       2
S              4       2
S              4       2
S              4       2
S              0       2
S              0       2
S              4       2
N              4       3
N              1       3
N              3       3
N              3       3
N              1       3
N              6       3
N              3       3
N              4       3
N              4       3
N              2       3
N              5       3
N              5       3
N              3       3
N              2       3
N              4       3
N              4       3
N              4       3
N              7       3
N              4       3
N              2       3
N              2       3
N              6       3
N              5       3
N              7       3
N              6       3
N              7       3
N              1       3
N              2       3
N              2       3
N              3       3
N              3       3
N              4       3
N              0       3
N              5       3
N              3       3
N              6       3
N              3       3
N              1       3
N              6       3
N              1       3
N              3       3
N              3       3
N              3       3
N              0       3
N              4       3
N              4       3
N              3       3
N              3       3
N              1       3
N              3       3
N              5       3
N              7       3
N              0       3
N              3       3
N              2       3
N              3       3
N              7       3
N              3       3
N              1       3
N              2       3
N              5       3
N              1       3
N              3       3
N              3       3
N              2       3
N              2       3
N              3       3
N              3       3
N              3       3
N              0       3
N              0       3
N              0       3
N              3       3
N              2       3
N              0       3
N              2       3
N              3       3
N              2       3
N              4       3
N              6       3
N              4       3
N              2       3
N              0       3
N              6       3
N              2       3
N              1       3
N              3       3
N              5       3
N              2       3
N              2       3
N              7       3
N              5       3
N              4       3
N              3       3
N              3       3
N              2       3
N              6       3
N              2       3
N              4       3
N              4       3
N              1       3
N              2       3
N              2       3
N              5       3
N              4       3
N              3       3
N              4       3
N              3       3
