        1        15        16        10
        2        21        10         5
        3        30        12         7
        4        17         9         9
        5        18         7         8
        6        22        11        11
        7        33         8        12
        8        41         9         9
        9        10         5         7
       10        14        15         6
       11        18        10         8
       12        25        11        14
       13        23         9         9
       14        19        11         8
       15        20        10        10
       16        22        13         8
       17        20        12         7
       18        19         8         8
       19        18        20         6
       20        17         7         5
       21        16         6         6
       22        20         9         4
       23        22        10        15
       24        19        10         7
       25        24        11        20
