   166.4   165.0    91.7
   159.6   157.2    90.2
   159.1   164.4    86.0
   155.5   162.4    83.9
   164.3   162.5    80.4
   169.8   164.9    76.5
   155.7   162.0    76.0
   165.2   165.0    75.8
   175.4   173.7    75.6
   178.1   171.0    75.0
   167.1   169.4    74.7
   177.0   172.9    63.2
   174.2   172.7    52.9
   175.6   174.9    48.5
   170.8   174.8    39.1
   175.1   170.1    38.4
   182.8   181.4    34.3
   180.3   180.6    30.3
   178.8   178.0    30.3
   181.4   175.9    29.6
   182.8   181.6    26.5
   186.1   183.8    13.8
