    2002       1     438
    2002       2     398
    2002       3     252
    2002       4     160
    2003       1     464
    2003       2     429
    2003       3     376
    2003       4     216
    2004       1     523
    2004       2     496
    2004       3     425
    2004       4     318
    2005       1     593
    2005       2     576
    2005       3     456
    2005       4     398
    2006       1     636
    2006       2     640
    2006       3     526
    2006       4     498
