        1      34.3
        1      35.5
        1      32.1
        1      28.3
        1      40.5
        1      36.2
        1      43.5
        1      34.7
        1        38
        1      35.1
        2      39.3
        2      45.5
        2      50.2
        2      72.1
        2      48.6
        2      42.2
        2     103.5
        2      47.9
        2      41.2
        2        44
        3      34.5
        3      29.3
        3      37.2
        3      33.2
        3      32.6
        3      38.3
        3      43.3
        3      36.7
        3        40
        3      35.2
