        1      80.2       7.2
        2      79.1         9
        3      83.2       4.7
        4        81       5.6
        5      77.6      10.1
        6      81.7       8.6
        7      80.4       4.4
        8      77.5       6.2
        9      79.8       7.9
       10      85.3       7.1
       11      77.7       9.8
       12      82.3      10.7
       13      79.5       9.2
       14      83.1      10.2
       15      79.6       7.8
       16        80       6.1
       17      83.2       8.4
       18      75.9       9.9
       19      78.1         6
       20      81.4       7.4
       21      81.7      10.4
       22      80.9       9.1
       23      78.4       7.3
       24      79.6         8
       25      81.6       7.6
