    1                       18                        42.3         
    2                       17                        50.2         
    3                       35                        52.7         
    4                       16                        77.1         
    5                       14                        36.8         
    6                       54                        17.5         
    7                      153                        66.4         
    8                       81                        67.5         
    9                      183                        28.9         
   10                      284                        15.1         
   11                      767                        20.1         
   12                      148                        38.3         
   13                      649                         5.6         
   14                      479                         8.6         
   15                     1371                         5.5         
   16                     9150                         4.6         
   17                    15022                         2.2         
   18                       69                        77.9         
   19                     4392                         7.8         
   20                      312                        42.9        
