        1       150         9
        2       150        11
        3       150        12
        4       150         8
        5       150        10
        6       150         6
        7       150        13
        8       150         9
        9       150        11
       10       150         5
       11       150         7
       12       150         6
       13       150        12
       14       150        10
       15       150        11
       16       150         7
       17       150         6
       18       150        12
       19       150        14
       20       150        10
