  1990.94     20070         0
  1989.63     21234         0
  1986.96     20633         0
  1986.96     20676         0
  1983.78     19818         0
  1983.13     19931         0
  1982.47     19266         0
  1981.53     19658         0
  1979.83     19203         0
  1979.83     19958         0
   1978.4     19152         0
   1978.9     21651         0
  1977.38     20198         0
  1972.87     20508         0
  1964.45     19783         0
  1962.85     20815         0
  1964.26     20105         0
  1961.85     20500         0
  1961.26     19593         0
  1958.97     20818         0
  1943.78     17480         0
  1927.83     17768         0
  1928.36     17659         0
  1925.65     18357         0
  1923.87     18184         0
  1922.79     16926         0
  1917.64     19062         0
  1916.17     18043         0
  1916.17     18043         0
  1916.13     16691         0
  1912.49     17339         0
  1912.49     17339         0
  1909.98     17867         0
  1907.04     17773         0
  1907.46     17678         0
  1905.14     18024         0
  1902.37     17405         0
  2017.76     23517         0
  2009.38     23017         0
   2007.1     22808         0
  2007.28     23152         0
  2004.17     24352         0
  1997.58     20939         0
  1994.53     21822         0
   1984.7     22918         0
  1984.01     21129         0
  1983.17     21674         0
  1982.02     26148         0
  1978.72     24249         0
  1975.29     23321         0
  1973.55     22842         0
  1973.91     20626         0
  1972.92     26166         0
  1966.65     21755         0
     2120     20250         1
     2140     20251         1
     2160     21852         1
  2186.52     23511         1
  2180.29     22431         1
  2174.03     23734         1
  2174.03     23734         1
  2167.97     23387         1
  2160.02     24885         1
  2160.54     23332         1
  2159.72     23838         1
  2155.61     23662         1
  2147.93     22948         1
  2147.93     22948         1
  2147.85     23551         1
  2144.23     21637         1
  2142.41     23543         1
  2137.39     22594         1
