       52         1
       59         1
       95         1
       70         1
       60         1
       90         1
       40         1
       90         1
       86         1
       80         1
       75         1
       95         1
       82         1
       80         1
       93         1
       65         1
       60         2
       40         2
       90         2
       50         2
       55         2
       85         2
       55         2
       65         2
       80         2
       70         2
       55         2
       90         2
       41         2
       70         2
