        1      11.5
        2      13.5
        3     12.25
        4        15
        5      14.5
        6     13.75
        7        14
        8        11
        9     12.75
       10      11.5
       11        11
       12        13
       13     16.25
       14      12.5
       15     13.75
       16        12
       17      11.5
       18     14.25
       19      15.5
       20        13
       21     18.25
       22     11.75
       23      12.5
       24     11.25
       25     14.75
