      100        20
      525        60
      300        38
      980        88
      310        79
      900        87
      410        68
      296        12
      120        35
      501        70
      920        80
      810        92
      506        77
      493        86
      892        83
      527        79
      600        75
      855        81
      709        75
      791        77
      718        77
      684        77
      141        17
      400        85
      970        96
