        1      51.6     52.35        52
        2      52.1        53      51.9
        3     51.75     51.85     52.05
        4      52.1      53.5     53.95
        5        52     52.35      52.4
        6      51.7      52.1      51.9
        7        52      51.5     52.35
        8     52.25      52.4     52.05
        9        52      51.6      51.8
       10     52.15     51.65      51.4
       11      51.2     52.15     52.35
       12        52     52.35     51.85
       13      51.6     52.15        52
       14      51.4     52.35      52.1
       15      52.9     53.75     54.25
       16      54.3      53.9     54.15
       17     53.85     53.65      54.9
       18     54.25     53.55     54.05
       19        54      53.6     53.95
       20      53.8      54.5      54.2
