        1     16.01
        1     16.03
        1     15.98
        1        16
        1     16.01
        2     16.03
        2     16.02
        2     15.97
        2     15.99
        2     15.99
        3     15.98
        3        16
        3     16.03
        3     16.04
        3     15.99
        4        16
        4     16.03
        4     16.02
        4     15.98
        4     15.98
        5     15.97
        5     15.99
        5     16.03
        5     16.01
        5     16.04
        6     16.01
        6     16.03
        6     16.04
        6     15.97
        6     15.99
        7     16.04
        7     16.05
        7     15.97
        7     15.96
        7        16
        8     16.02
        8     16.05
        8     16.03
        8     15.97
        8     15.98
        9     15.97
        9     15.99
        9     16.02
        9     16.03
        9     15.95
       10        16
       10     16.01
       10     15.95
       10     16.04
       10     16.06
       11     15.95
       11     16.04
       11     16.07
       11     15.93
       11     16.03
       12     15.98
       12     16.07
       12     15.94
       12     16.08
       12     16.02
       13     15.96
       13        16
       13     16.01
       13        16
       13     15.98
       14     15.98
       14     16.01
       14     16.02
       14     15.99
       14     15.99
       15     15.99
       15     16.03
       15        16
       15     15.98
       15     16.01
       16     16.02
       16     16.02
       16     16.01
       16     15.97
       16        16
       17     16.01
       17     16.05
       17     15.99
       17     15.99
       17     16.03
       18     15.98
       18     16.03
       18     16.04
       18     15.98
       18     16.01
       19     15.97
       19     15.96
       19     15.99
       19     15.99
       19     16.01
       20     16.03
       20     16.01
       20     16.04
       20     15.96
       20     15.99
       21     15.99
       21     16.03
       21     15.97
       21     16.05
       21     16.03
       22     15.98
       22     15.95
       22     16.07
       22     16.01
       22     16.04
       23     15.99
       23     16.06
       23     15.95
       23     16.03
       23     16.07
       24        16
       24     16.01
       24     16.08
       24     15.94
       24     15.93
