    1                   4.2               41.1              4
    2                   3.4               30.5              2           
    3                   4.8               52.3              4
    4                   2.9               28.9              1
    5                   3.5               36.5              2
    6                   4.0               29.8              4
    7                   3.6               44.3              3
    8                   4.2               38.1              4
    9                   5.1               92.0              5
   10                   2.7               36.0              1
   11                   4.0               76.9              3
   12                   2.7               69.9              1
   13                   5.5               43.1              7
   14                   4.1               95.2              2
   15                   5.5               45.6              9
   16                   4.5               78.5              3
   17                   5.0               20.5              5
   18                   4.5               31.6              4
   19                   2.8               39.9              1     
   20                   3.9               38.6              3
   21                   3.6               30.2              2
   22                   4.6               48.7              5
   23                   3.8               21.2              3
   24                   4.5               24.3              7
   25                   4.0               26.9              5
   26                   7.5                7.3              5
