        1         9   0.05625
        2         6    0.0375
        3         8      0.05
        4        14    0.0875
        5         7   0.04375
        6         5   0.03125
        7         7   0.04375
        8         9   0.05625
        9         5   0.03125
       10         9   0.05625
       11         1   0.00625
       12         7   0.04375
       13         9   0.05625
       14        14    0.0875
       15         7   0.04375
       16         8      0.05
       17         4     0.025
       18        10    0.0625
       19         6    0.0375
       20        12     0.075
       21         8      0.05
       22         5   0.03125
       23         9   0.05625
       24        15   0.09375
       25         6    0.0375
       26         8      0.05
       27         4     0.025
       28         7   0.04375
       29         2    0.0125
       30         6    0.0375
       31         9   0.05625
       32        11   0.06875
       33         8      0.05
       34         9   0.05625
       35         7   0.04375
       36         8      0.05
