       21      2841        29        12
       53      1876        21         8
       60      2934        62        10
      184      1552        18        10
      263      3065        40        11
      281      3670        50        11
      354      2005        65         5
      401      3215        44         8
      515      1930        17         8
      633      2010        70         6
      677      3111        20         9
      710      2882        29         9
      800      1683        15         5
      914      1817        14         7
      997      4066        33        12
