    1                       36            38    
    2                       31            42    
    3                       28            43    
    4                       27            48    
    5                       78            58    
    6                       74            49    
    7                       43            46    
    8                       50            56    
    9                       31            65    
   10                       66            58    
   11                       18            21    
   12                       61            69    
   13                       53            45    
