      231                 9 
      323                 7 
      113                 8 
      208                 5 
      162                 4 
      117                 4 
      159                 6 
      169                 9 
       55                 6 
       77                 3 
      103                 4 
      147                 6 
      230                 6 
       78                 3 
      525                 9 
      121                 7 
      248                 5 
      233                 8 
      260                 4 
      224                 7 
      472                12 
      220                 8 
      383                 6 
      301                 9 
      262                 7 
      354                11
      142                 7
      286                 9
      341                10
      201                 5
      158                11
      243                 6
      156                 6
      184                 7
      115                 4
      202                 6
      206                 5
      360                 6
       84                 3
      331                 9
      302                 7
       60                 2
      110                 2
      131                 5
      364                 4
      180                 7
      134                 6
      401                15
      155                 4
      338                 8
