        1         6
        1        38
        1         3
        1        17
        1        11
        1        30
        1        15
        1        16
        1        25
        1         5
        2        34
        2        28
        2        42
        2        13
        2        40
        2        31
        2         9
        2        32
        2        39
        2        27
        3        13
        3        35
        3        19
        3         4
        3        29
        3         0
        3         7
        3        33
        3        18
        3        24
