1   D
1   D
1   D
1   D
1   D
1   D
1   D
1   D
1   D
1   D
1   D
1   D
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
1   N
2   D
2   D
2   D
2   D
2   D
2   D
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
2   N
3   D
3   D
3   D
3   D
3   D
3   D
3   D
3   D
3   D
3   D
3   D
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
3   N
4   D
4   D
4   D
4   D
4   D
4   D
4   D
4   D
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
4   N
5   D
5   D
5   D
5   D
5   D
5   D
5   D
5   D
5   D
5   D
5   D
5   D
5   D
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
5   N
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   D
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
6   N
7   D
7   D
7   D
7   D
7   D
7   D
7   D
7   D
7   D
7   D
7   D
7   D
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
7   N
8   D
8   D
8   D
8   D
8   D
8   D
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
8   N
9   D
9   D
9   D
9   D
9   D
9   D
9   D
9   D
9   D
9   D
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
9   N
