 10.0042       1
  9.9981       1
 10.0010       1
  9.9964       1
 10.0001       1
  9.9950       2
  9.9986       2
  9.9948       2
 10.0030       2
  9.9938       2
 10.0028       3
  9.9998       3
 10.0086       3
  9.9949       3
  9.9980       3
  9.9952       4
  9.9923       4
 10.0034       4
  9.9965       4
 10.0026       4
  9.9997       5
  9.9883       5
  9.9975       5
 10.0078       5
  9.9891       5
  9.9987       6
 10.0027       6
 10.0001       6
 10.0027       6
 10.0029       6
 10.0004       7
 10.0023       7
 10.0024       7
  9.9992       7
 10.0135       7
 10.0013       8
  9.9938       8
 10.0017       8
 10.0089       8
 10.0001       8
 10.0103       9
 10.0009       9
  9.9969       9
 10.0103       9
  9.9986       9
  9.9980      10
  9.9954      10
  9.9941      10
  9.9958      10
  9.9963      10
 10.0013      11
 10.0033      11
  9.9943      11
  9.9949      11
  9.9999      11
  9.9986      12
  9.9990      12
 10.0009      12
  9.9947      12
 10.0008      12
 10.0089      13
 10.0056      13
  9.9976      13
  9.9997      13
  9.9922      13
  9.9971      14
 10.0015      14
  9.9962      14
 10.0038      14
 10.0022      14
  9.9949      15
 10.0011      15
 10.0043      15
  9.9988      15
  9.9919      15
  9.9951      16
  9.9957      16
 10.0094      16
 10.0040      16
  9.9974      16
 10.0015      17
 10.0026      17
 10.0032      17
  9.9971      17
 10.0019      17
  9.9983      18
 10.0019      18
  9.9978      18
  9.9997      18
 10.0029      18
  9.9977      19
  9.9963      19
  9.9981      19
  9.9968      19
 10.0009      19
 10.0078      20
 10.0004      20
  9.9966      20
 10.0051      20
 10.0007      20
  9.9963      21
  9.9990      21
 10.0037      21
  9.9936      21
  9.9962      21
  9.9999      22
 10.0022      22
 10.0057      22
 10.0026      22
 10.0032      22
  9.9998      23
 10.0002      23
  9.9978      23
  9.9966      23
 10.0060      23
 10.0031      24
 10.0078      24
  9.9988      24
 10.0032      24
  9.9944      24
  9.9993      25
  9.9978      25
  9.9964      25
 10.0032      25
 10.0041      25
