                JAN     30586       751.30     438.26     58.33
                JAN     30587       291.30     148.20     50.88
                JAN     30589       222.00     105.13     47.36
                JAN     30592       875.00     539.58     61.67
                JAN     30594       179.95     104.97     58.33
                JAN     30595       949.00     533.20     56.19
                JAN     30596       377.94     207.40     54.88
                JAN     30597        79.95      47.60     59.54
                JAN     30600      -949.00    -512.37     53.99
                JAN     30602       -69.95     -39.70     56.75
                JAN     30603       845.90     435.35     51.47
                JAN     35673      -478.50    -116.00     24.24
                JAN     41971      1094.90     453.08     41.38
                JAN     41972      1601.70     886.96     55.38
                JAN     41976       650.00     174.80     26.89
                JAN     41979       175.00      85.75     49.00
                JAN     41982        39.95      22.45     56.20
                JAN     41983       119.00      64.00     53.78
                JAN     41984       399.00     233.26     58.46
                JAN     41999       969.75     572.52     59.04
                JAN     42000       217.95      99.70     45.74
                JAN     42002       413.97     229.17     55.36
                JAN     42007      1588.78     853.03     53.69
                JAN     42009       269.95     159.27     59.00
                JAN     42180       345.38     155.80     45.11
                JAN     42182     -1079.00    -637.33     59.07
                JAN     42184       299.00     104.39     34.91
                JAN     42284       -53.00     -26.53     50.06
                JAN     42318       199.00      94.00     47.24
                JAN     42320       139.00      79.63     57.29
                JAN     42321       139.95      80.28     57.36
                JAN     42326      -349.00    -176.67     50.62
                JAN     42328         3.99       0.97     24.31
                JAN     42331       179.95      84.16     46.77
                JAN     42332       498.00     196.18     39.39
                JAN     42333       432.70     229.16     52.96
                JAN     42334       200.40      78.57     39.21
                JAN     42418        99.95      56.64     56.67
                JAN     42419       149.95      88.91     59.29
                JAN     42427      1598.00     862.25     53.96
                JAN     42428     -1598.00    -660.80     41.35
                JAN     42429      -169.12     -87.99     52.03
                JAN     42430       739.65     427.27     57.77
                JAN     42446      -613.79    -308.21     50.21
                JAN     42448      1189.00     629.42     52.94
                JAN     42449       265.00     131.39     49.58
                JAN     42450      -189.95    -111.80     58.86
                JAN     42451       107.00      55.73     52.08
                JAN     42453      1043.95     575.20     55.10
                JAN     42455      -149.00     -86.13     57.81
                JAN     42456      1298.95     625.70     48.17
                JAN     42458        89.95      51.63     57.40
                JAN     42459       299.00     158.28     52.94
                JAN     42862       499.00     237.63     47.62
                JAN     42863       439.95     217.95     49.54
                JAN     42864      1199.00     586.28     48.90
                JAN     42865       399.85     235.01     58.77
                JAN     42866       298.95     190.17     63.61
                JAN     42867       132.00      77.00     58.33
                JAN     42868       281.97     151.07     53.58
                JAN     42869      -551.97    -295.61     53.56
                JAN     42871       269.95     150.88     55.89
                JAN     42874       836.45     455.62     54.47
                JAN     42875        44.95      22.69     50.48
                JAN     42877       251.90     150.42     59.71
                JAN     42879       233.95     124.81     53.35
                JAN     42880       199.00     105.50     53.02
                JAN     42882       469.00     222.00     47.33
                JAN     43465      -439.00    -240.60     54.81
                JAN     43466       439.00     243.37     55.44
                JAN     43477       369.95     216.23     58.45
                JAN     43479       137.20      62.93     45.87
                JAN     43482      2946.75    1612.66     54.73
                JAN     43484       999.95     523.28     52.33
                JAN     43485      -299.00    -114.20     38.19
                JAN     43486      -239.95    -141.91     59.14
                JAN     43487       246.90     159.62     64.65
                JAN     43489       334.95     196.54     58.68
                JAN     43490       359.00     152.53     42.49
                JAN     43492        49.95      31.20     62.46
                JAN     43493       483.95     264.79     54.71
                JAN     43494       219.00     105.33     48.10
                JAN     43495       424.00     207.53     48.95
                JAN     43496      5392.66    2860.89     53.05
                JAN     43499       429.85     248.72     57.86
                JAN     43501       219.00     127.38     58.16
                JAN     43502       469.00     246.20     52.49
                JAN     43503      -439.00    -221.20     50.39
                JAN     43504       799.00     389.48     48.75
                JAN     43505        19.95      11.02     55.24
                JAN     43506       779.85     496.65     63.69
                JAN     43507       320.71     176.73     55.11
                JAN     43509        11.00       6.43     58.45
                JAN     43510       636.00     332.40     52.26
                JAN     43512        69.95      39.28     56.15
                JAN     43513       198.00     106.95     54.02
                JAN     43514       687.27     381.36     55.49
                JAN     43516      1071.00     565.67     52.82
                JAN     43517       359.00     190.61     53.09
                JAN     43519       535.00     285.83     53.43
                JAN     43520       459.90     266.33     57.91
                JAN     43521       175.45     102.35     58.34
                JAN     43523        59.95      34.25     57.13
                JAN     43524        99.95      59.91     59.94
                JAN     43525       518.00     226.20     43.67
                JAN     43527       259.95     150.81     58.02
                JAN     43528       838.00     453.81     54.15
                JAN     43530        19.95      11.95     59.90
                JAN     43531       300.00     163.28     54.43
                JAN     43532       299.95     121.48     40.50
                JAN     43533        39.80      24.40     61.31
                JAN     43534        29.95      17.45     58.26
                JAN     43536       199.00     110.18     55.37
                JAN     43537       629.25     301.26     47.88
                JAN     43538        84.00      49.00     58.33
                JAN     43539       299.00     115.92     38.77
                JAN     43540       424.00     241.83     57.04
                JAN     43541       100.00      50.50     50.50
                JAN     43542       299.00     114.20     38.19
                JAN     43545      -199.00    -110.18     55.37
                JAN     43546       929.90     497.39     53.49
                JAN     43549       469.00     271.00     57.78
                JAN     43560      -349.00    -202.70     58.08
                JAN     43561        79.00      55.85     70.70
                JAN     43563        99.00      59.01     59.61
                JAN     43564        59.95      34.47     57.50
                JAN     43567       528.00     289.87     54.90
                JAN     43569      1783.00     715.28     40.12
                JAN     43571       899.00     422.07     46.95
                JAN     43572      4055.00    2099.73     51.78
                JAN     43574      1498.00     858.55     57.31
                JAN     43731       399.00     205.54     51.51
                JAN     43760      -551.55    -311.57     56.49
                JAN     43763      1079.00     589.73     54.66
                JAN     43764      2926.00    1567.98     53.59
                JAN     43765      3484.00    1853.66     53.20
                JAN     43766       177.00     147.50     83.33
                JAN     43768        58.36      33.40     57.23
                JAN     43769       379.80     243.30     64.06
                JAN     43770        59.00      30.98     52.51
                JAN     43773       188.22      54.97     29.21
                JAN     43776        69.90      32.62     46.67
                JAN     43777       259.90     160.86     61.89
                JAN     43778       234.95      97.33     41.43
                JAN     43780     -1998.93    -985.26     49.29
                JAN     43781     -1198.00    -588.88     49.16
                JAN     43782      1582.05     890.38     56.28
                JAN     43783       735.90     309.03     41.99
                JAN     43784       119.85     101.47     84.66
                JAN     43786       316.86     172.07     54.30
                JAN     43789       149.00      98.25     65.94
                JAN     43792       478.50     116.00     24.24
                JAN     43794         3.99       0.97     24.31
                JAN     43798         9.95       6.42     64.52
                JAN     43802       369.95     172.61     46.66
                JAN     43803       749.95     383.65     51.16
                JAN     43804      -354.50    -193.96     54.71
                JAN     43805       399.00     168.97     42.35
                JAN     43810       824.00     412.38     50.05
                JAN     43819       299.00     114.23     38.20
                JAN     43821       239.95     134.95     56.24
                JAN     43822        71.95      38.41     53.38
                JAN     43823      2846.57    1538.39     54.04
                JAN     43824       399.00     212.00     53.13
                JAN     43825       399.00     219.79     55.09
                JAN     43826        89.95      50.72     56.39
                JAN     43829        55.00      28.75     52.27
                JAN     43832      2003.95    1077.33     53.76
                JAN     43833      1422.12     729.91     51.33
                JAN     43835      1982.90    1048.45     52.87
                JAN     43836       349.00     191.83     54.97
                JAN     43837       116.95      61.99     53.01
                JAN     43838       399.95     231.56     57.90
                JAN     43840      4689.00    2148.85     45.83
                JAN     43842        89.00      45.00     50.56
                JAN     43843       799.00     377.33     47.23
                JAN     43845       399.00     201.66     50.54
                JAN     43846      -265.00    -131.42     49.59
                JAN     43847       749.90     403.57     53.82
                JAN     43848        19.95      12.80     64.16
                JAN     43849        39.95      22.35     55.94
                JAN     43851       539.00     251.67     46.69
                JAN     43852       498.00     268.23     53.86
                JAN     43853        59.95      35.80     59.72
                JAN     43860       275.00     142.70     51.89
                JAN     43861       638.95     328.02     51.34
                JAN     43862       598.00     304.67     50.95
                JAN     43866       396.00     217.23     54.86
                JAN     43874      -259.00    -150.67     58.17
                JAN     43880      -199.00     -94.00     47.24
                JAN     43881        59.95      34.47     57.50
                JAN     43889      7681.34    4028.38     52.44
                JAN     43891      5073.77    2645.33     52.14
                JAN     43894       498.00     276.63     55.55
                JAN     43895       396.00     174.63     44.10
                JAN     43896     -3250.41   -1843.18     56.71
                JAN     43898        69.95      42.45     60.69
                JAN     43899       443.58     153.01     34.49
                JAN     43900       479.85     274.76     57.26
                JAN     43910        99.95      58.09     58.12
                JAN     43912       489.00     278.22     56.90
                JAN     43918       185.00     106.31     57.46
                JAN     43936       399.00     199.05     49.89
                JAN     44018       438.00     210.67     48.10
                JAN     44019       179.00     103.10     57.60
                JAN     44020       399.00     202.27     50.69
                JAN     44021       377.00     150.73     39.98
                JAN     44022       585.00     311.32     53.22
                JAN     44028       429.00     242.92     56.62
                JAN     44029       559.90     387.93     69.29
