1983 TRI-COUNTY MEYER           0.1260    76055 0.1260    81645  .            .  91 0.0764  14  11 06/20/83
1983 TRI-COUNTY TRAUTH          0.1495      626 0.1395    30702  .            . 452 0.0764   4   0 06/02/83
1983 SURROUND   HILL'SDAIRY     0.1400        . 0.1350        . 0.1430        . 101 0.0764  50  47 06/28/83
1983 TRI-COUNTY TRAUTH          0.1193     9026 0.1113     8987  .            .  32 0.0764   4   2 07/20/83
1983 TRI-COUNTY MEYER           0.1094    51404 0.1094   292086 0.1094   429493 134 0.0764   3   1 07/06/83
1983 SURROUND   CLOVERLEAF      0.1200        .  .            .  .            .  13 0.0764  36  34 07/18/83
1983 SURROUND   CLOVERLEAF      0.1200        . 0.1100        . 0.1100        . 171 0.0764  64  62 07/21/83
1983 SURROUND   BORDEN          0.1200        . 0.1190        . 0.1190        . 593 0.0764  36  32 07/11/83
1983 SURROUND   TRAUTH           .            . 0.1143        . 0.1143        . 241 0.0764  54  51 07/19/83
1983 SURROUND   CLOVERLEAF      0.1200        . 0.1100        . 0.1100        . 335 0.0764  72  72 07/11/83
1983 SURROUND   FLAV-O-RICH     0.1225        . 0.1225        . 0.1225        . 393 0.0764  51  50 07/05/83
1983 SURROUND   CLOVERLEAF      0.1200        .  .            . 0.1100        . 455 0.0764  63  60 07/11/83
1983 SURROUND   FLAV-O-RICH     0.1290        . 0.1220        . 0.1220        . 471 0.0764  48  44 07/01/83
1983 TRI-COUNTY TRAUTH          0.1064    14149 0.1064     6841  .            .  26 0.0763   6   2 08/03/83
1983 TRI-COUNTY MEYER           0.1074   195944 0.1074    77752 0.1074   108528  35 0.0763  16  13 08/05/83
1983 TRI-COUNTY MEYER            .            . 0.0987    24360  .            . 157 0.0763  12   8 08/11/83
1983 TRI-COUNTY TRAUTH          0.1110    12946 0.1010    36776 0.1010   117491 176 0.0763   7   4 08/08/83
1983 TRI-COUNTY MEYER            .            . 0.1026   192879 0.1026  1010377 291 0.0763  15  11 08/08/83
1983 TRI-COUNTY MEYER           0.1095    10387 0.1095    11750 0.1095    82409 354 0.0763   5   3 08/09/83
1983 SURROUND   WILSONDIST      0.1375        . 0.1330        . 0.1425        . 191 0.0763  34  30 08/01/83
1983 SURROUND   ROYALCREST      0.1370        . 0.1116        . 0.1325        . 441 0.0763 107 105 08/29/83
1983 SURROUND   CLOVERLEAF      0.1250        . 0.1250        . 0.1250        . 505 0.0763  49  46 08/29/83
1983 SURROUND   THOMPSON-GLASS  0.1300        . 0.1200        . 0.1250        . 561 0.0763  59  56 08/10/83
1983 TRI-COUNTY TRAUTH          0.1293      650 0.1215    45920  .            . 452 0.0763   4   0 09/12/83
1984 SURROUND   CLOVERLEAF      0.1270        . 0.1270        . 0.1270        . 441 0.0741 107 105 05/14/84
1984 TRI-COUNTY TRAUTH          0.1325        0 0.1225   139020  .            . 452 0.0740   4   0 06/20/84
1984 SURROUND   HILL'SDAIRY     0.1421        . 0.1377        . 0.1458        . 101 0.0740  50  47 06/29/84
1984 SURROUND   CLOVERLEAF      0.1255        . 0.1180        . 0.1230        . 391 0.0740  51  50 06/08/84
1984 SURROUND   CLOVERLEAF      0.1270        . 0.1170        . 0.1170        . 393 0.0740  51  50 06/01/84
1984 TRI-COUNTY TRAUTH          0.1425     9026 0.1325     8987  .            .  32 0.0741   4   2 07/17/84
1984 TRI-COUNTY MEYER           0.1390   183816 0.1390    82416 0.1390   232854  35 0.0741  16  13 07/27/84
1984 TRI-COUNTY TRAUTH          0.1395    78447 0.1395    44630 0.1250        .  91 0.0741  14  11 07/16/84
1984 TRI-COUNTY TRAUTH           .            . 0.1289   192879 0.1289  1010377 291 0.0741  15  11 07/17/84
1984 SURROUND   MEYER           0.1350        . 0.1250        . 0.1315        . 191 0.0741  34  30 07/26/84
1984 SURROUND   SOUTHERNBELLE    .            . 0.1120        . 0.1120        . 241 0.0741  54  51 07/17/84
1984 SURROUND   CLOVERLEAF      0.1260        . 0.1160        .  .            . 335 0.0741  72  72 07/09/84
1984 SURROUND   MEYER           0.1280        . 0.1200        . 0.1220        . 471 0.0741  48  44 07/06/84
1984 TRI-COUNTY TRAUTH          0.1390    14216 0.1390     8895  .            .  26 0.0741   6   2 08/13/84
1984 TRI-COUNTY MEYER           0.1310    51404 0.1310   292086 0.1310   429493 134 0.0741   3   1 08/01/84
1984 TRI-COUNTY MEYER            .            . 0.1320    24360  .            . 157 0.0741  12   8 08/13/84
1984 TRI-COUNTY TRAUTH          0.1380    17953 0.1280    33432 0.1380   115828 176 0.0741   7   4 08/01/84
1984 TRI-COUNTY MEYER           0.1462    10387 0.1462    11750 0.1462    82409 354 0.0741   5   3 08/10/84
1984 TRI-COUNTY MEYER            .            . 0.1355    22465  .            . 533 0.0741   9   7 08/21/84
1984 TRI-COUNTY TRAUTH          0.1420    35941 0.1320    14457  .            . 567 0.0741  23  19 08/10/84
1984 SURROUND   CLOVERLEAF      0.1250        .  .            .  .            .  13 0.0741  36  34 08/13/84
1984 SURROUND   CLOVERLEAF      0.1250        . 0.1180        . 0.1220        . 171 0.0741  64  62 08/14/84
1984 SURROUND   BORDEN          0.1225        . 0.1154        . 0.1145        . 593 0.0741  36  32 08/13/84
1984 SURROUND   CLOVERLEAF      0.1250        . 0.1250        . 0.1250        . 505 0.0741  49  46 08/29/84
1984 SURROUND   THOMPSON-GLASS  0.1295        . 0.1200        . 0.1250        . 561 0.0741  59  56 08/08/84
1985 SURROUND   BORDEN          0.1250        . 0.1250        . 0.1250        . 441 0.0734 107 105 05/13/85
1985 TRI-COUNTY TRAUTH          0.1310    17350 0.1290   116320  .            . 452 0.0716   4   0 06/04/85
1985 SURROUND   CLOVERLEAF      0.1290        . 0.1190        . 0.1240        . 393 0.0716  51  50 06/04/85
1985 TRI-COUNTY TRAUTH          0.1450     9170 0.1350     9131  .            .  32 0.0707   4   2 07/16/85
1985 TRI-COUNTY MEYER           0.1410   129366 0.1410    78807 0.1410   276279  35 0.0707  16  13 07/29/85
1985 TRI-COUNTY TRAUTH          0.1393    70812 0.1393    51959  .            .  91 0.0707  14  11 07/05/85
1985 TRI-COUNTY MEYER           0.1445    19806 0.1345    28090 0.1395   195967 147 0.0707   2   2 07/17/85
1985 TRI-COUNTY TRAUTH           .            . 0.1299   193422 0.1299  1013224 291 0.0707  15  11 07/22/85
1985 TRI-COUNTY TRAUTH          0.1435    34164 0.1335    17264  .            . 567 0.0707  23  19 07/15/85
1985 SURROUND   FRENCHDIST      0.1290        . 0.1250        . 0.1380        . 101 0.0707  50  47 07/30/85
1985 SURROUND   CLOVERLEAF      0.1290        . 0.1220        . 0.1260        . 171 0.0707  64  62 07/10/85
1985 SURROUND   TRAUTH           .            . 0.1079        . 0.1079        . 241 0.0707  54  51 07/16/85
1985 SURROUND   CLOVERLEAF      0.1310        . 0.1210        .  .            . 335 0.0707  72  72 07/08/85
1985 SURROUND   MEYER           0.1225        . 0.1130        . 0.1099        . 435 0.0707  81  78 07/18/85
1985 SURROUND   BORDEN          0.1225        .  .            . 0.1200        . 455 0.0707  63  60 07/08/85
1985 SURROUND   TRAUTH          0.1230        . 0.1130        . 0.1120        . 471 0.0707  48  44 07/05/85
