Tue            5       9      76       1
Tue            5       9      81       1
Tue            5       9      81       1
Wed            5      10      84       2
Wed            5      10      81       2
Wed            5      10      86       2
Thu            5      11      83       3
Thu            5      11      82       3
Thu            5      11      79       3
Fri            5      12      81       4
Fri            5      12      84       4
Fri            5      12      83       4
Mon            5      15      80       5
Mon            5      15      88       5
Mon            5      15      87       5
Tue            5      16      82       6
Tue            5      16      79       6
Tue            5      16      86       6
Wed            5      17      86       7
Wed            5      17      88       7
Wed            5      17      82       7
Thu            5      18      86       8
Thu            5      18      80       8
Thu            5      18      81       8
Fri            5      19      86       9
Fri            5      19      83       9
Fri            5      19      83       9
Mon            5      22      73      10
Mon            5      22      80      10
Mon            5      22      82      10
Tue            5      23      80      11
Tue            5      23      86      11
Tue            5      23      83      11
Wed            5      24      80      12
Wed            5      24      91      12
Wed            5      24      87      12
Thu            5      25      81      13
Thu            5      25      90      13
Thu            5      25      76      13
Fri            5      26      81      14
Fri            5      26      88      14
Fri            5      26      87      14
Tue            5      30      83      15
Tue            5      30      80      15
Tue            5      30      85      15
Wed            5      31      76      16
Wed            5      31      86      16
Wed            5      31      80      16
Thu            6       1      78      17
Thu            6       1      81      17
Thu            6       1      83      17
Fri            6       2      78      18
Fri            6       2      83      18
Fri            6       2      80      18
Mon            6       5      75      19
Mon            6       5      78      19
Mon            6       5      81      19
Tue            6       6      80      20
Tue            6       6      84      20
Tue            6       6      80      20
Wed            6       7      79      21
Wed            6       7      76      21
Wed            6       7      83      21
Thu            6       8      79      22
Thu            6       8      74      22
Thu            6       8      79      22
Fri            6       9      82      23
Fri            6       9      82      23
Fri            6       9      85      23
Mon            6      12      80      24
Mon            6      12      86      24
Mon            6      12      81      24
Tue            6      13      78      25
Tue            6      13      80      25
Tue            6      13      83      25
Wed            6      14      78      26
Wed            6      14      82      26
Wed            6      14      77      26
Thu            6      15      74      27
Thu            6      15      80      27
Thu            6      15      78      27
Fri            6      16      80      28
Fri            6      16      79      28
Fri            6      16      84      28
Mon            6      19      74      29
Mon            6      19      74      29
Mon            6      19      85      29
Tue            6      20      77      30
Tue            6      20      82      30
Tue            6      20      78      30
Wed            6      21      84      31
Wed            6      21      81      31
Wed            6      21      84      31
Thu            6      22      74      32
Thu            6      22      76      32
Thu            6      22      75      32
Fri            6      23      75      33
Fri            6      23      75      33
Fri            6      23      81      33
Mon            6      26      77      34
Mon            6      26      80      34
Mon            6      26      82      34
Tue            6      27      83      35
Tue            6      27      79      35
Tue            6      27      84      35
Wed            6      28      85      36
Wed            6      28      82      36
Wed            6      28      81      36
Thu            6      29      76      37
Thu            6      29      81      37
Thu            6      29      80      37
Fri            6      30      80      38
Fri            6      30      81      38
Fri            6      30      82      38
Mon            7       3      86      39
Mon            7       3      89      39
Mon            7       3      83      39
Wed            7       5      83      40
Wed            7       5      89      40
Wed            7       5      86      40
Thu            7       6      82      41
Thu            7       6      82      41
Thu            7       6      82      41
Fri            7       7      80      42
Fri            7       7      85      42
Fri            7       7      76      42
Mon            7      10      84      43
Mon            7      10      87      43
Mon            7      10      82      43
Tue            7      11      85      44
Tue            7      11      85      44
Tue            7      11      87      44
Wed            7      12      69      45
Wed            7      12      82      45
Wed            7      12      82      45
Thu            7      13      79      46
Thu            7      13      88      46
Thu            7      13      86      46
Fri            7      14      91      47
Fri            7      14      84      47
Fri            7      14      88      47
Mon            7      17      84      48
Mon            7      17      91      48
Mon            7      17      85      48
Tue            7      18      82      49
Tue            7      18      83      49
Tue            7      18      86      49
Wed            7      19      82      50
Wed            7      19      86      50
Wed            7      19      84      50
Thu            7      20      79      51
Thu            7      20      82      51
Thu            7      20      84      51
Fri            7      21      85      52
Fri            7      21      82      52
Fri            7      21      87      52
Mon            7      24      84      53
Mon            7      24      85      53
Mon            7      24      83      53
Tue            7      25      80      54
Tue            7      25      86      54
Tue            7      25      83      54
Wed            7      26      80      55
Wed            7      26      83      55
Wed            7      26      84      55
Thu            7      27      84      56
Thu            7      27      83      56
Thu            7      27      78      56
Fri            7      28      84      57
Fri            7      28      82      57
Fri            7      28      82      57
Mon            7      31      84      58
Mon            7      31      84      58
Mon            7      31      82      58
Tue            8       1      82      59
Tue            8       1      82      59
Tue            8       1      85      59
Wed            8       2      83      60
Wed            8       2      85      60
Wed            8       2      85      60
Thu            8       3      85      61
