  4.41172    2.2778    9.1009
  3.80295    1.8867    10.368
  5.60656    3.4563   12.5157
  3.98232    1.7946    3.4169
  5.17855    2.6024    5.7846
  7.07185    4.8825    1.0307
    4.987     3.589    3.4417
  5.55429    5.0212    2.1704
   5.6463    7.8698    3.6932
   4.8768    8.6042    8.1197
    5.468     3.113    2.3814
  5.32906    2.2266    2.5924
  4.94493    6.3961     2.785
  7.28053    4.7098   -2.3412
  4.76013    1.0056   -0.2226
  1.76127    4.1382    8.0246
  6.11002    3.3639    4.6819
  6.05096    0.0258   -1.0245
  5.64162    6.0672    4.7759
  6.05838    6.5036     4.325
  4.15193    4.6581    6.5982
  3.88335    4.7155    7.9594
  4.16997    6.1587    4.8457
  3.94875    7.1778   10.2771
  6.31379    6.8798    3.4223
   6.4095    4.6856      2.68
   4.9808    7.0292    1.2552
  4.86455    8.0612    5.9182
  5.54806    0.9219    2.7962
  4.97246    0.8184    8.0723
  3.93858    5.8988     7.814
  5.71458    5.0639   11.5531
  5.17965    4.7702    2.9443
  4.32804    4.2585    5.5695
  4.48731    6.3521     4.681
  5.37233    2.4641   -2.4751
  5.15192    7.5786   -1.8761
  5.78519     3.763    6.1152
  5.69133    5.2565   -0.2157
  4.40725    4.6627   11.9708
  5.99774    4.5018    1.0506
  4.54859    8.5788    5.3748
  5.31305    4.0197    4.1893
  4.91456    3.1912    4.8338
  3.91649    6.9758   10.9152
  5.91062    4.7469    4.6501
  6.45991    4.0109    6.5817
   4.7059    3.8013    6.3009
  4.51556    4.1928   -3.9233
  5.13426    2.9661    5.4464
  3.67507    6.0168   10.6124
  4.32544    6.0432    2.2222
   5.3859    5.7643    8.9261
  3.28986    7.0178    4.0508
  5.10685    5.7174   15.1324
  4.58204    5.3479    4.7165
  4.18842    7.4836    7.1981
  5.98478    3.4874    5.3002
   5.2873    4.1545    10.056
  5.21242      5.54    3.7996
  6.21687    3.5009    8.2786
  4.53556    5.8135    6.0256
   5.2204    6.6629    0.5529
  4.04831    5.7013   11.7653
  4.58568    6.0736    3.1036
   3.8044    2.9164    2.1381
  6.12202    2.3833    6.9061
  5.21195    2.2389    3.8556
  4.30977   10.4023    5.0896
  5.32457    5.3239    7.0784
  4.92078    3.6574    4.7735
  4.90748    5.6122    7.3802
  4.74498    4.1232    4.4947
  3.89173     7.589   10.2442
  5.12858    6.7841    2.9874
  3.22511    0.6706    1.3814
  3.32059    7.7263    3.1233
  5.47732     8.477     2.777
  6.74682    8.2891    1.9684
  6.43168    6.2478    5.5226
  4.67499    4.5148    7.6264
  4.97743    0.4946    2.6309
  3.38809    4.6795    9.7607
  5.40188    3.5045    2.5502
  5.97779    4.7054    2.0297
  5.37221    5.5305    0.9893
  4.50703    5.0345    3.6404
  3.21507    5.4548    2.3096
  4.11027    7.0476     4.383
  6.24032    7.1652    0.5098
   5.6348     4.528     1.162
  4.53072    4.7464    3.9458
  4.36489    8.5091   -0.6696
  5.56726    6.5926    4.1402
  6.20309    5.1563    2.9533
  5.04024    1.7427    4.3143
  4.88125    4.2332     6.473
  6.50004    3.3135    6.1759
  5.75062    8.8063   14.7987
  6.20603    5.8924    2.6309
  5.52944    4.6365    7.8114
  6.81638    5.5529    3.8775
   4.3186    2.9312    0.1283
  6.04156    6.6816    2.5165
  4.41506    3.5426    7.5626
  5.45908    5.6994    5.9944
  4.28145    5.4631     5.474
  5.10897    3.0716   11.0348
  3.64774    7.3834    7.1298
  6.62823    3.7574   11.5547
  4.43746    4.3951    3.4733
  4.01587    2.2332    11.608
  5.13769     4.722    4.6119
  4.59431    2.6224   13.5418
  5.64039    3.9371    2.7225
  4.23106    6.5992   -0.1574
  3.58353    7.6043    2.7328
  3.48749    7.3215    4.0839
  5.89621    8.3555    5.8637
  3.37289    5.9948    3.2981
  5.95862    5.0012    5.1136
  5.89837    6.4905     6.139
  5.10625    5.0608    9.3676
  5.82816    3.7715    -1.652
  2.72585    7.8994    1.9586
  5.04894    4.5265    8.5986
  5.02567    3.7674    3.2908
  5.06674    5.8696   -1.4575
  4.23756    3.2204   11.2833
  6.28515    7.5419   12.4642
  3.93749    4.5332    2.2387
  3.47726    7.0765    2.0912
  4.88917    4.0965    4.4255
  4.50997    3.9876    9.7015
  5.38086    4.1071   13.9667
  4.70078    4.9249    7.7153
    5.854    5.1901     6.877
  3.33788    2.0478   -5.7095
  3.96886    4.3719     9.147
  5.95746    9.0295    2.2655
  4.57912    4.0755    0.8528
  6.01087    7.6572    6.4912
  3.98842    6.5394    5.4364
  6.10319    4.9246    3.8761
  4.06187    7.4228    4.4148
  3.98517    5.9597    3.8152
   4.2474    5.5276    2.5559
  5.30938    5.3524    5.0934
  4.60285    2.1281    2.7953
   5.2665    4.0252    3.2779
  4.55081    8.2517    6.6455
  4.11728    5.5874    2.3531
  5.38266     3.425    4.6407
  4.62112    6.3189     8.282
  4.65931    4.6451    11.126
  4.40162    5.2736    7.2939
  4.54164    8.4649    8.6518
   4.7877     2.577    0.3088
  4.84508    8.4779    2.7773
  5.13663    7.7574    6.9032
  5.13027    6.2771    0.9913
  4.07546    6.5549    9.5267
  3.50614     5.354   -0.9522
  3.73086    1.4322    9.7105
   4.0676   -0.0305    5.3553
  4.04786    7.2269   12.7329
  4.90529    4.4923    7.9424
  4.58711    7.0102    6.2772
  4.66981    5.2643    9.2851
  5.48031    2.5234   -3.2465
  6.30488    3.6091    9.9324
  6.44427    5.9707    4.1298
   3.1896    2.2435    1.8808
  3.61899    6.4376    5.6708
  6.17448    5.0422    4.5653
   5.4749    3.9592   11.9852
  5.87281    4.7613    7.1388
  5.15042    3.4341    3.2669
  5.47739    5.3782    9.1963
  4.12671    6.2294    5.0628
  4.32109    3.2131   10.7967
   5.7762    3.9964    6.7302
  4.97697     4.555    4.6228
  4.68603    1.5308    8.7728
  5.20365     2.944    5.5902
  6.47717    6.6259    1.4831
  4.91086    4.2756    5.2853
  4.41392    3.3046   16.2892
   4.8611    4.1899    2.1121
  3.80153    5.7898    4.8794
    5.162   -0.6034    8.8612
  3.21764    3.0657    2.2812
