Tue            5       9      85       1
Tue            5       9      84       1
Tue            5       9      84       1
Wed            5      10      87       2
Wed            5      10      82       2
Wed            5      10      85       2
Thu            5      11      82       3
Thu            5      11      85       3
Thu            5      11      84       3
Fri            5      12      81       4
Fri            5      12      82       4
Fri            5      12      88       4
Mon            5      15      87       5
Mon            5      15      85       5
Mon            5      15      86       5
Tue            5      16      83       6
Tue            5      16      84       6
Tue            5      16      85       6
Wed            5      17      86       7
Wed            5      17      84       7
Wed            5      17      85       7
Thu            5      18      87       8
Thu            5      18      86       8
Thu            5      18      88       8
Fri            5      19      85       9
Fri            5      19      86       9
Fri            5      19      86       9
Mon            5      22      83      10
Mon            5      22      80      10
Mon            5      22      82      10
Tue            5      23      84      11
Tue            5      23      82      11
Tue            5      23      83      11
Wed            5      24      82      12
Wed            5      24      84      12
Wed            5      24      82      12
Thu            5      25      84      13
Thu            5      25      85      13
Thu            5      25      84      13
Fri            5      26      86      14
Fri            5      26      86      14
Fri            5      26      83      14
Tue            5      30      86      15
Tue            5      30      87      15
Tue            5      30      83      15
Wed            5      31      83      16
Wed            5      31      86      16
Wed            5      31      83      16
Thu            6       1      85      17
Thu            6       1      84      17
Thu            6       1      86      17
Fri            6       2      82      18
Fri            6       2      83      18
Fri            6       2      81      18
Mon            6       5      83      19
Mon            6       5      83      19
Mon            6       5      85      19
Tue            6       6      85      20
Tue            6       6      86      20
Tue            6       6      80      20
Wed            6       7      80      21
Wed            6       7      82      21
Wed            6       7      86      21
Thu            6       8      82      22
Thu            6       8      80      22
Thu            6       8      87      22
Fri            6       9      86      23
Fri            6       9      86      23
Fri            6       9      86      23
Mon            6      12      84      24
Mon            6      12      88      24
Mon            6      12      84      24
Tue            6      13      87      25
Tue            6      13      83      25
Tue            6      13      83      25
Wed            6      14      83      26
Wed            6      14      83      26
Wed            6      14      87      26
Thu            6      15      81      27
Thu            6      15      84      27
Thu            6      15      84      27
Fri            6      16      87      28
Fri            6      16      87      28
Fri            6      16      81      28
Mon            6      19      87      29
Mon            6      19      84      29
Mon            6      19      84      29
Tue            6      20      83      30
Tue            6      20      88      30
Tue            6      20      84      30
Wed            6      21      88      31
Wed            6      21      87      31
Wed            6      21      87      31
Thu            6      22      82      32
Thu            6      22      86      32
Thu            6      22      84      32
Fri            6      23      85      33
Fri            6      23      84      33
Fri            6      23      83      33
Mon            6      26      87      34
Mon            6      26      86      34
Mon            6      26      82      34
Tue            6      27      84      35
Tue            6      27      85      35
Tue            6      27      85      35
Wed            6      28      87      36
Wed            6      28      85      36
Wed            6      28      88      36
Thu            6      29      85      37
Thu            6      29      85      37
Thu            6      29      86      37
Fri            6      30      87      38
Fri            6      30      85      38
Fri            6      30      87      38
Mon            7       3      84      39
Mon            7       3      84      39
Mon            7       3      83      39
Wed            7       5      86      40
Wed            7       5      86      40
Wed            7       5      87      40
Thu            7       6      84      41
Thu            7       6      83      41
Thu            7       6      83      41
Fri            7       7      84      42
Fri            7       7      82      42
Fri            7       7      83      42
Mon            7      10      82      43
Mon            7      10      88      43
Mon            7      10      86      43
Tue            7      11      82      44
Tue            7      11      85      44
Tue            7      11      86      44
